pl_name,planet_status,mass,radius,type,orbital_period,semi_major_axis,star_name,star_distance,star_teff,star_radius,temp_calculated,mag_v,mag_j,mag_k,scale_factor,tsm,esm,alternate_names,updated,observation_type,reference,molecules,albedo,phase_curve,comments,molecules_cleaned,molecule_list
K2-22 b,Confirmed,1.4,0.223,UltraHot,0.381078,0.0088,K2-22,245.53,3830.0,0.57,2100.0,17.0,12.726,11.924,1.26,0.8127,14.3255,"K2-22 b, 2MASS J11175587+0237086 b, EPIC 201637175 A b, EPIC 201637175 b, EPIC 201637175.01, K2-22 A b, WISE J111755.84+023708.4 b",02-05-2021,G-B: High resolution visible,1903.06217,"{Na"":""Upper limit""}""",No,No,,[],"Na, Upper"
K2-22 b,Confirmed,1.4,0.223,UltraHot,0.381078,0.0088,K2-22,245.53,3830.0,0.57,2100.0,17.0,12.726,11.924,1.26,0.8127,14.3255,"K2-22 b, 2MASS J11175587+0237086 b, EPIC 201637175 A b, EPIC 201637175 b, EPIC 201637175.01, K2-22 A b, WISE J111755.84+023708.4 b",02-05-2021,G-B: High resolution visible,1906.08795,"{Na"":""Upper limit"",""Ca+"":""Upper limit""}""",No,No,"Four transits with VTL/X-SHOOTER. Na upper limit of 13%, and Ca II upper limit of 2%.",[],"Na, Upper, Ca"
K2-22 b,Confirmed,1.4,0.223,UltraHot,0.381078,0.0088,K2-22,245.53,3830.0,0.57,2100.0,17.0,12.726,11.924,1.26,0.8127,14.3255,"K2-22 b, 2MASS J11175587+0237086 b, EPIC 201637175 A b, EPIC 201637175 b, EPIC 201637175.01, K2-22 A b, WISE J111755.84+023708.4 b",02-05-2021,JWST-MIRI,2501.08301,"{Featureless spectra"":""No detection""}""",No,No,"Only 1 of 4 transits are detected. For that transit, flat line model is strongly disfavored",[],No
K2-25 b,Confirmed,0.0771,0.306,Temperate,3.484552,0.0287,K2-25,45.01,3180.0,0.29,345.7,15.88,11.303,10.444,1.28,47.4377,2.2024,"EPIC 210490365 b, 2MASS J04130560+1514520 b, EPIC 210490365.01, WISE J041305.70+151451.7 b",02-05-2021,HST STIS,2109.04376,"{H"":""Upper limit""}""",0,No,,[],"H, Upper"
K2-25 b,Confirmed,0.0771,0.306,Temperate,3.484552,0.0287,K2-25,45.01,3180.0,0.29,345.7,15.88,11.303,10.444,1.28,47.4377,2.2024,"EPIC 210490365 b, 2MASS J04130560+1514520 b, EPIC 210490365.01, WISE J041305.70+151451.7 b",02-05-2021,G-B: High resolution IR,2020MNRAS.498L.119G,"{He"":""Upper limit""}""",No,No,He upper limit equivalent width of 17mA at 99% confidence,[],"Upper, He"
K2-25 b,Confirmed,0.0771,0.306,Temperate,3.484552,0.0287,K2-25,45.01,3180.0,0.29,345.7,15.88,11.303,10.444,1.28,47.4377,2.2024,"EPIC 210490365 b, 2MASS J04130560+1514520 b, EPIC 210490365.01, WISE J041305.70+151451.7 b",02-05-2021,G-B: High resolution IR,2406.09225,"{He"":""Upper limit""}""",No,No,,[],"Upper, He"
K2-33 b,Confirmed,3.7,0.45,Hot,5.424865,0.0409,K2-33,139.8,3540.0,1.05,864.9075986,16.0,11.095,10.026,1.15,0.5932,9.0613,"EPIC 205117205 b, 2MASS J16101473-1919095 b, EPIC 205117205.01, WISE J161014.73-191909.6 b",2/13/25,G-B:Low resolution IR,2211.07728,"{Cloudy"":""Detection""}""",No,No,"Slope in the low-res spectra from transits from several facilites (K2,Mearth,HST,Spitzer). Tholin hazes + spots.",[],
K2-33 b,Confirmed,3.7,0.45,Hot,5.424865,0.0409,K2-33,139.8,3540.0,1.05,864.9075986,16.0,11.095,10.026,1.15,0.5932,9.0613,"EPIC 205117205 b, 2MASS J16101473-1919095 b, EPIC 205117205.01, WISE J161014.73-191909.6 b",2/13/25,G-B: High resolution IR,2404.07262,"{He"":""Upper limit""}""",No,No,,[],"Upper, He"
K2-77 b,Confirmed,1.9,0.205,Hot,8.199796,0.0753,K2-77,142.31,4970.0,0.76,806.0,12.158,10.384,9.799,1.26,0.2953,2.2058,"EPIC 210363145 b, EPIC 210363145.01",06-08-2022,G-B: High resolution visible,2404.16732,"{H"":""Upper limit""}""",No,No,,[],"H, Upper"
K2-77 b,Confirmed,1.9,0.205,Hot,8.199796,0.0753,K2-77,142.31,4970.0,0.76,806.0,12.158,10.384,9.799,1.26,0.2953,2.2058,"EPIC 210363145 b, EPIC 210363145.01",06-08-2022,G-B: High resolution IR,2404.16732,"{He"":""Upper limit""}""",No,No,,[],"Upper, He"
KELT-1 b,Confirmed,27.23,1.15,UltraHot Jupiter,1.217514,0.02472,KELT-1,263.0,6516.0,1.471,2423.0,10.7,9.682,9.437,1.15,3.6811,116.276,,8/15/18,TESS,2106.0261,[],0,Yes,Detections of secondary eclipse (D=388+/-66 ppm) and atmospheric phase curve. Stellar ellipsoidal distortion measured.,[],
KELT-1 b,Confirmed,27.23,1.15,UltraHot Jupiter,1.217514,0.02472,KELT-1,263.0,6516.0,1.471,2423.0,10.7,9.682,9.437,1.15,3.6811,116.276,,8/15/18,TESS,2020AJ....160..211B,[],0.5,Yes,,[],
KELT-1 b,Confirmed,27.23,1.15,UltraHot Jupiter,1.217514,0.02472,KELT-1,263.0,6516.0,1.471,2423.0,10.7,9.682,9.437,1.15,3.6811,116.276,,8/15/18,TESS,2302.04535,[],0,Yes,Temporal albedo variability in the phase curve,[],
KELT-1 b,Confirmed,27.23,1.15,UltraHot Jupiter,1.217514,0.02472,KELT-1,263.0,6516.0,1.471,2423.0,10.7,9.682,9.437,1.15,3.6811,116.276,,8/15/18,Spitzer,2408.13308,[],No,Yes,Dayside and nightside temperatures from phase curve at 4.5 um. Negative albedo,[],
KELT-1 b,Confirmed,27.23,1.15,UltraHot Jupiter,1.217514,0.02472,KELT-1,263.0,6516.0,1.471,2423.0,10.7,9.682,9.437,1.15,3.6811,116.276,,8/15/18,TESS,2209.0389,[],0,No,"TESS+CHEOPs+Spitzer, Albedo discrepancies",[],
KELT-1 b,Confirmed,27.23,1.15,UltraHot Jupiter,1.217514,0.02472,KELT-1,263.0,6516.0,1.471,2423.0,10.7,9.682,9.437,1.15,3.6811,116.276,,8/15/18,HST WFC3,2204.11729,"{FeH"":""Detection"",""CH4"":""Detection""}""",No,No,,[],"CH4, FeH"
KELT-10 b,Confirmed,0.679,1.399,Hot Jupiter,4.166285,0.0525,KELT-10,183.0,5948.0,1.209,1377.0,10.8,9.693,9.338,1.15,222.4655,122.5955,,12/17/18,G-B: High resolution visible,2303.05857,"{Na"":""Upper limit"",""H"":""Upper limit""}""",No,No,,[],"H, Na, Upper"
KELT-11 b,Confirmed,0.195,1.3,Hot Jupiter,4.736529,0.06229,KELT-11,98.0,5370.0,2.72,1712.0,8.0,6.616,6.122,1.15,629.7373,149.4223,,09-02-2022,G-B: High resolution visible,2019AJ....158..120Z,"{Na"":""Upper limit""}""",0,No,The upper limit for a sodium (Na D lines) detection is therefore 0.06 %. Using transit observations with HARPS.,[],"Na, Upper"
KELT-11 b,Confirmed,0.195,1.3,Hot Jupiter,4.736529,0.06229,KELT-11,98.0,5370.0,2.72,1712.0,8.0,6.616,6.122,1.15,629.7373,149.4223,,09-02-2022,HST WFC3,2010.0131,"{H2O"":""Detection""}""",0,No,"Spectral retrieval confirms the presence of water vapour. Features at 1.5 µm could come from CO, CO2 or HCN.",[],H2O
KELT-11 b,Confirmed,0.195,1.3,Hot Jupiter,4.736529,0.06229,KELT-11,98.0,5370.0,2.72,1712.0,8.0,6.616,6.122,1.15,629.7373,149.4223,,09-02-2022,G-B: High resolution visible,2209.00597,"{Na"":""Detection""}""",No,No,,[],Na
KELT-16 b,Confirmed,2.75,1.415,UltraHot Jupiter,0.9689951,0.02044,KELT-16,365.0,6236.0,1.36,2453.0,11.9,10.928,10.642,1.15,45.3059,126.5685,"TYC 2688-1839-1 b, 2MASS J20570443+3139397 b",4/17/23,TESS,2106.0261,[],0,Yes,Secondary eclipse (410+/-130 ppm) and planetary phase curve modulation detected.,[],
KELT-16 b,Confirmed,2.75,1.415,UltraHot Jupiter,0.9689951,0.02044,KELT-16,365.0,6236.0,1.36,2453.0,11.9,10.928,10.642,1.15,45.3059,126.5685,"TYC 2688-1839-1 b, 2MASS J20570443+3139397 b",4/17/23,Spitzer,2408.13308,[],No,Yes,Dayside and nightside temperatures from phase curve at 4.5 um. Negative albedo,[],
KELT-16 b,Confirmed,2.75,1.415,UltraHot Jupiter,0.9689951,0.02044,KELT-16,365.0,6236.0,1.36,2453.0,11.9,10.928,10.642,1.15,45.3059,126.5685,"TYC 2688-1839-1 b, 2MASS J20570443+3139397 b",4/17/23,G-B: Low resolution visible,2105.00889,[],0,Yes,,[],
KELT-16 b,Confirmed,2.75,1.415,UltraHot Jupiter,0.9689951,0.02044,KELT-16,365.0,6236.0,1.36,2453.0,11.9,10.928,10.642,1.15,45.3059,126.5685,"TYC 2688-1839-1 b, 2MASS J20570443+3139397 b",4/17/23,TESS,2105.00889,[],0,Yes,,[],
KELT-17 b,Confirmed,1.31,1.525,UltraHot Jupiter,3.0801716,0.04881,KELT-17,210.0,7454.0,1.645,2087.0,9.29,8.745,8.646,1.15,189.2025,162.8105,,7/14/16,G-B: High resolution visible,2022A&A...662A.101S,"{H"":""Upper limit"",""Fe"":""Upper limit"",""H2O"":""Upper limit"",""Featureless spectra"":""Detection""}""",No,No,Tentative signal of Hα. Several non detections in cross-correlation,[],"H, Upper, H2O, Fe"
KELT-2 A b,Confirmed,1.486,1.306,Hot Jupiter,4.1137914,0.05498,KELT-2 A,128.9,6148.0,1.842,1715.970269,8.7,7.669,7.346,1.15,112.7559,160.197,,06-08-2017,G-B: High resolution IR,2018AJ....156..133P,"{Molecular ratios: C\/O, etc..."":""Detection"",""H2O"":""Detection""}""",No,No,,[],"C, O, H2O"
KELT-21 b,Confirmed,3.91,1.586,UltraHot Jupiter,3.6127647,0.05224,KELT-21,415.0,7598.0,1.638,2051.0,10.5,10.149,10.09,1.15,37.0227,87.1074,,12-12-2017,G-B: High resolution visible,2022A&A...662A.101S,"{H"":""Upper limit"",""Fe"":""Upper limit"",""Fe+"":""Upper limit"",""H2O"":""Upper limit"",""Featureless spectra"":""Detection""}""",No,No,No evidence of Hα absorption. Several non detections in cross-correlation,[],"H, Upper, H2O, Fe"
KELT-23 Ab,Confirmed,0.937,1.29,Hot Jupiter,2.25528756,0.03523,KELT-23 A,125.42,5899.0,0.996,1513.0,10.4,9.2,,1.15,256.7721,,TOI-1165.01,08-02-2024,G-B: High resolution IR,2502.05056,"{H2O"":""Detection""}""",No,No,,[],H2O
KELT-3 b,Confirmed,1.418,1.333,Hot Jupiter,2.7033902,0.04117,KELT-3,178.0,6304.0,1.482,1823.825686,9.8,8.963,8.662,1.15,113.6839,150.3494,,12/17/18,G-B: High resolution visible,1612.05945,"{H"":""No detection""}""",No,No,Non detection of Halpha,[],"No, H"
KELT-7 b,Confirmed,1.24,1.293,UltraHot Jupiter,2.734784,0.0446,KELT-7,129.0,6789.0,1.732,2048.0,8.54,7.739,7.543,1.15,171.3981,189.8241,,9/16/22,G-B: High resolution visible,2022A&A...662A.101S,"{H"":""Upper limit"",""Fe"":""Upper limit"",""Fe+"":""Upper limit"",""H2O"":""Upper limit"",""Featureless spectra"":""Detection""}""",No,No,No evidence of Hα absorption. Several non detections in cross-correlation,[],"H, Upper, H2O, Fe"
KELT-7 b,Confirmed,1.24,1.293,UltraHot Jupiter,2.734784,0.0446,KELT-7,129.0,6789.0,1.732,2048.0,8.54,7.739,7.543,1.15,171.3981,189.8241,,9/16/22,G-B: High resolution visible,2206.11548,"{Ca+"":""Upper limit"",""Na"":""Upper limit"",""H"":""Upper limit"",""Li"":""Upper limit"",""Mg"":""Upper limit""}""",0,No,Tabernero et al. (2022b) accepted for publication in MNRAS. Transmission spectroscopy perfomed with HORuS@GTC.,[],"H, Na, Mg, Upper, Ca, Li"
KELT-7 b,Confirmed,1.24,1.293,UltraHot Jupiter,2.734784,0.0446,KELT-7,129.0,6789.0,1.732,2048.0,8.54,7.739,7.543,1.15,171.3981,189.8241,,9/16/22,HST WFC3,2204.11729,"{H2O"":""Detection"",""H-"":""Detection""}""",No,No,,[],"H, H2O"
KELT-7 b,Confirmed,1.24,1.293,UltraHot Jupiter,2.734784,0.0446,KELT-7,129.0,6789.0,1.732,2048.0,8.54,7.739,7.543,1.15,171.3981,189.8241,,9/16/22,G-B: High resolution visible,2412.0433,"{Na"":""Upper limit""}""",No,No,,[],"Na, Upper"
KELT-8 b,Confirmed,0.874,1.86,Hot Jupiter,3.24406,0.04571,KELT-8,236.0,5754.0,1.67,1675.0,10.83,9.586,9.177,1.15,272.024,176.844,,12/17/18,G-B: High resolution IR,2502.05056,"{H2O"":""Detection""}""",No,No,,[],H2O
KELT-9 b,Confirmed,2.88,1.84,UltraHot Jupiter,1.4811235,0.03368,HD 195689,204.455,10170.0,2.36,3921.0,7.56,7.458,7.482,1.15,249.5927,324.6482,HD 195689 b,07-11-2022,G-B: High resolution visible,2209.11735,"{Fe"":""Detection""}""",No,No,,[],Fe
KELT-9 b,Confirmed,2.88,1.84,UltraHot Jupiter,1.4811235,0.03368,HD 195689,204.455,10170.0,2.36,3921.0,7.56,7.458,7.482,1.15,249.5927,324.6482,HD 195689 b,07-11-2022,HST WFC3,2211.10297,"{H-"":""Detection""}""",No,No,,[],H
KELT-9 b,Confirmed,2.88,1.84,UltraHot Jupiter,1.4811235,0.03368,HD 195689,204.455,10170.0,2.36,3921.0,7.56,7.458,7.482,1.15,249.5927,324.6482,HD 195689 b,07-11-2022,G-B: High resolution visible,2108.08389,"{Fe"":""Detection"",""TiO"":""Upper limit""}""",0,No,Fe detected in emission,[],"Upper, TiO, Fe"
KELT-9 b,Confirmed,2.88,1.84,UltraHot Jupiter,1.4811235,0.03368,HD 195689,204.455,10170.0,2.36,3921.0,7.56,7.458,7.482,1.15,249.5927,324.6482,HD 195689 b,07-11-2022,G-B: High resolution IR,1812.03119,"{He"":""Upper limit""}""",No,No,He analysis in the appendix,[],"Upper, He"
KELT-9 b,Confirmed,2.88,1.84,UltraHot Jupiter,1.4811235,0.03368,HD 195689,204.455,10170.0,2.36,3921.0,7.56,7.458,7.482,1.15,249.5927,324.6482,HD 195689 b,07-11-2022,G-B: High resolution visible,2301.10406,"{Fe"":""Detection"",""Fe+"":""Detection"",""Mg"":""Detection"",""H"":""Detection""}""",No,No,,[],"H, Mg, Fe"
KELT-9 b,Confirmed,2.88,1.84,UltraHot Jupiter,1.4811235,0.03368,HD 195689,204.455,10170.0,2.36,3921.0,7.56,7.458,7.482,1.15,249.5927,324.6482,HD 195689 b,07-11-2022,G-B: High resolution visible,2112.12059,"{O"":""Detection""}""",0,No,,[],O
KELT-9 b,Confirmed,2.88,1.84,UltraHot Jupiter,1.4811235,0.03368,HD 195689,204.455,10170.0,2.36,3921.0,7.56,7.458,7.482,1.15,249.5927,324.6482,HD 195689 b,07-11-2022,G-B: High resolution visible,2304.03248,"{Si"":""Detection"",""Mg+"":""Detection"",""Ca"":""Detection""}""",No,No,,[],"Mg, Ca, Si"
KELT-9 b,Confirmed,2.88,1.84,UltraHot Jupiter,1.4811235,0.03368,HD 195689,204.455,10170.0,2.36,3921.0,7.56,7.458,7.482,1.15,249.5927,324.6482,HD 195689 b,07-11-2022,G-B: High resolution visible,2304.04285,"{H"":""Detection"",""Na"":""Detection"",""Mg"":""Detection"",""Ca+"":""Detection"",""Sc+"":""Detection"",""Ti+"":""Detection"",""Cr+"":""Detection"",""Fe"":""Detection"",""Fe+"":""Detection"",""Ca"":""Detection"",""Cr"":""Detection"",""Ni"":""Detection"",""Sr+"":""Detection"",""Tb+"":""Detection""}""",No,No,,[],"Cr, Na, H, Sc, Mg, Ni, Ca, Sr, Fe, Tb, Ti"
KELT-9 b,Confirmed,2.88,1.84,UltraHot Jupiter,1.4811235,0.03368,HD 195689,204.455,10170.0,2.36,3921.0,7.56,7.458,7.482,1.15,249.5927,324.6482,HD 195689 b,07-11-2022,G-B: High resolution visible,2201.08759,"{Fe+"":""Detection""}""",0,No,Detected in Emission + temp inversion,[],Fe
KELT-9 b,Confirmed,2.88,1.84,UltraHot Jupiter,1.4811235,0.03368,HD 195689,204.455,10170.0,2.36,3921.0,7.56,7.458,7.482,1.15,249.5927,324.6482,HD 195689 b,07-11-2022,G-B: High resolution visible,2019A&A...627A.165H,"{Na"":""Detection"",""Cr+"":""Detection"",""Sc+"":""Detection"",""Y+"":""Detection"",""Mg"":""Detection"",""Fe"":""Detection"",""Fe+"":""Detection"",""Ti+"":""Detection""}""",0,No,"Alternative name KELT-9b.Evidences of Ca i, Cr i, Co i, and Sr ii using transit observations with HARPS-N.",[],"Cr, Na, Sc, Y, Mg, Fe, Ti"
KELT-9 b,Confirmed,2.88,1.84,UltraHot Jupiter,1.4811235,0.03368,HD 195689,204.455,10170.0,2.36,3921.0,7.56,7.458,7.482,1.15,249.5927,324.6482,HD 195689 b,07-11-2022,G-B: High resolution visible,2203.04969,"{Fe+"":""Detection""}""",0,No,,[],Fe
KELT-9 b,Confirmed,2.88,1.84,UltraHot Jupiter,1.4811235,0.03368,HD 195689,204.455,10170.0,2.36,3921.0,7.56,7.458,7.482,1.15,249.5927,324.6482,HD 195689 b,07-11-2022,G-B: High resolution IR,1911.0038,"{Ca+"":""Detection""}""",0,No,Using transit observations with CARMENES and HARPS-N,[],Ca
KELT-9 b,Confirmed,2.88,1.84,UltraHot Jupiter,1.4811235,0.03368,HD 195689,204.455,10170.0,2.36,3921.0,7.56,7.458,7.482,1.15,249.5927,324.6482,HD 195689 b,07-11-2022,G-B: High resolution visible,2201.04154,"{Fe+"":""Detection""}""",0,No,We measure ∼10 km s−1 day-to-nightside winds traced by Fe II features in the planet's atmosphere,[],Fe
KELT-9 b,Confirmed,2.88,1.84,UltraHot Jupiter,1.4811235,0.03368,HD 195689,204.455,10170.0,2.36,3921.0,7.56,7.458,7.482,1.15,249.5927,324.6482,HD 195689 b,07-11-2022,G-B: High resolution visible,2020A&A...638A..87W,"{H"":""Detection""}""",0,No,,[],H
KELT-9 b,Confirmed,2.88,1.84,UltraHot Jupiter,1.4811235,0.03368,HD 195689,204.455,10170.0,2.36,3921.0,7.56,7.458,7.482,1.15,249.5927,324.6482,HD 195689 b,07-11-2022,G-B: High resolution visible,2018Natur.560..453H,"{Fe"":""Detection"",""Fe+"":""Detection"",""Ti+"":""Detection""}""",0,No,Detection of iron (Fe and Fe+) and Ti+ via the cross-correlation technique using HARPS-N transit observations,[],"Ti, Fe"
KELT-9 b,Confirmed,2.88,1.84,UltraHot Jupiter,1.4811235,0.03368,HD 195689,204.455,10170.0,2.36,3921.0,7.56,7.458,7.482,1.15,249.5927,324.6482,HD 195689 b,07-11-2022,G-B: High resolution visible,2018NatAs...2..714Y,"{H"":""Detection""}""",0,No,Detection of Hα with transmission spectroscopy,[],H
KELT-9 b,Confirmed,2.88,1.84,UltraHot Jupiter,1.4811235,0.03368,HD 195689,204.455,10170.0,2.36,3921.0,7.56,7.458,7.482,1.15,249.5927,324.6482,HD 195689 b,07-11-2022,G-B: High resolution visible,2308.05149,"{Ti+"":""Detection"",""Fe"":""Detection"",""Fe+"":""Detection"",""Na"":""Detection"",""Mg"":""Detection"",""Na+"":""Detection"",""Sc+"":""Detection""}""",No,No,,[],"Na, Sc, Mg, Fe, Ti"
KELT-9 b,Confirmed,2.88,1.84,UltraHot Jupiter,1.4811235,0.03368,HD 195689,204.455,10170.0,2.36,3921.0,7.56,7.458,7.482,1.15,249.5927,324.6482,HD 195689 b,07-11-2022,Spitzer,2408.13308,[],0.2,Yes,Dayside and nightside temperatures from phase curve at 4.5 um.,[],
KELT-9 b,Confirmed,2.88,1.84,UltraHot Jupiter,1.4811235,0.03368,HD 195689,204.455,10170.0,2.36,3921.0,7.56,7.458,7.482,1.15,249.5927,324.6482,HD 195689 b,07-11-2022,G-B: High resolution IR,2209.01854,"{H"":""Detection""}""",No,No,Paschen β line absorption detection,[],H
KELT-9 b,Confirmed,2.88,1.84,UltraHot Jupiter,1.4811235,0.03368,HD 195689,204.455,10170.0,2.36,3921.0,7.56,7.458,7.482,1.15,249.5927,324.6482,HD 195689 b,07-11-2022,G-B: High resolution visible,2409.01779,"{H"":""Detection"",""Na"":""Detection"",""Ca"":""Detection"",""Ca+"":""Detection"",""Fe"":""Detection"",""Fe+"":""Detection"",""Mg"":""Detection"",""Ti"":""Detection"",""Sc"":""Detection"",""Cr"":""Detection""}""",No,No,Detection of individual lines of several species. Study of the wind structure.,[],"Cr, Na, H, Sc, Mg, Ca, Fe, Ti"
KELT-9 b,Confirmed,2.88,1.84,UltraHot Jupiter,1.4811235,0.03368,HD 195689,204.455,10170.0,2.36,3921.0,7.56,7.458,7.482,1.15,249.5927,324.6482,HD 195689 b,07-11-2022,G-B: Low resolution visible,2408.15698,"{TiO"":""Upper limit"",""VO"":""Upper limit""}""",No,No,Low abundances of TiO and VO on the Dayside,[],"Upper, TiO, VO"
KELT-9 b,Confirmed,2.88,1.84,UltraHot Jupiter,1.4811235,0.03368,HD 195689,204.455,10170.0,2.36,3921.0,7.56,7.458,7.482,1.15,249.5927,324.6482,HD 195689 b,07-11-2022,HST WFC3,2204.11729,"{TiO"":""Detection"",""VO"":""Detection"",""FeH"":""Detection"",""H-"":""Detection""}""",No,No,,[],"FeH, H, TiO, VO"
KELT-9 b,Confirmed,2.88,1.84,UltraHot Jupiter,1.4811235,0.03368,HD 195689,204.455,10170.0,2.36,3921.0,7.56,7.458,7.482,1.15,249.5927,324.6482,HD 195689 b,07-11-2022,G-B: High resolution visible,2410.11731,"{Fe+"":""Detection""}""",No,No,Strong planetary winds detection,[],Fe
KELT-9 b,Confirmed,2.88,1.84,UltraHot Jupiter,1.4811235,0.03368,HD 195689,204.455,10170.0,2.36,3921.0,7.56,7.458,7.482,1.15,249.5927,324.6482,HD 195689 b,07-11-2022,G-B: High resolution visible,2205.01623,"{Na"":""Detection""}""",No,No,Confirmed the previously reported detections of Na using HARPS-N.,[],Na
KELT-9 b,Confirmed,2.88,1.84,UltraHot Jupiter,1.4811235,0.03368,HD 195689,204.455,10170.0,2.36,3921.0,7.56,7.458,7.482,1.15,249.5927,324.6482,HD 195689 b,07-11-2022,Spitzer,2020ApJ...888L..15M,[],0,Yes,Spitzer 4.5 micron phase curve showing evidence for H2 dissociation/recombination,[],
KELT-9 b,Confirmed,2.88,1.84,UltraHot Jupiter,1.4811235,0.03368,HD 195689,204.455,10170.0,2.36,3921.0,7.56,7.458,7.482,1.15,249.5927,324.6482,HD 195689 b,07-11-2022,G-B: High resolution visible,2412.0433,"{Na"":""Detection""}""",No,No,Study of the detection of Na through several transits.,[],Na
Kepler-13 Ab,Confirmed,9.28,1.512,UltraHot Jupiter,1.763588,0.03641,Kepler-13 A,415.0,7650.0,1.74,2750.0,10.0,9.466,,1.15,21.9958,,"Kepler-13 b, KOI-13 b, 2MASS J19075308+4652061 b, K00013.01, KIC 9941662 b, WISE J190753.08+465205.8 b, TOI-1161 b, KOI-13 Ab, TOI-1161.01",7/29/24,HST WFC3,2506.12806,"{Molecular ratios: C\/O, etc..."":""Detection""}""",No,No,,[],"C, O"
Kepler-1520 b,Confirmed,6.3e-05,0.51476492,Hot,0.65355357,0.013,Kepler-1520,636.0,4677.0,0.71,1666.703407,16.0,14.021,13.319,1.15,57124.9616,14.1426,"2MASS J19235189+5130170 b, K03794.01, KIC 12557548 b, KOI-3794 b, KOI-3794.01, WISE J192351.88+513017.0 b",4/22/22,G-B: High resolution visible,1903.06217,"{Na"":""Upper limit""}""",No,No,,[],"Na, Upper"
Kepler-25 c,Confirmed,0.0479,0.465,Hot,12.7207,0.11,Kepler-25,244.96,6270.0,1.31,1043.374699,11.0,9.764,9.493,1.15,72.3301,5.9588,"2MASS J19063321+3929164 c, GSC 03124-01264 c, K00244.01, KIC 4349452 c, KOI-244 c, KOI-244.01, Kepler-25 A c, TYC 3124-01264-1 c, WISE J190633.20+392916.5 c",02-05-2021,G-B: High resolution IR,2307.00967,"{He"":""Upper limit""}""",No,No,Upper-limit with GIANO-B of 1.86%,[],"Upper, He"
Kepler-5 b,Confirmed,2.111,1.426,Hot Jupiter,3.5484657,0.0538,Kepler-5,923.41,6297.0,1.79,1750.0,13.325,12.115,11.769,1.15,14.4013,26.4681,"2MASS J19573768+4402061 b, K00018.01, KIC 8191672 b, KOI-18 b, KOI-18.01, WISE J195737.69+440206.0 b",02-05-2021,Spitzer,2011ApJS..197...11D,"{CO"":""Theoretical prediction""}""",0.12,No,Bond albedo < 0.17,[],CO
Kepler-51 b,Confirmed,0.007,0.633,Warm,45.154,0.2514,Kepler-51,783.831,5670.0,0.881,543.0,15.0,13.562,13.197,1.15,249.8959,0.9046,"2MASS J19455514+4956156 b, K00620.01, KIC 11773022 b, KOI-620 b, KOI-620.01, WISE J194555.14+495615.6 b",02-05-2021,HST WFC3,1910.12988,"{Featureless spectra"":""Detection""}""",No,No,Featureless spectra from 1.15-1.63 um,[],
Kepler-51 d,Confirmed,0.024,0.865,Temperate Jupiter,130.194,0.509,Kepler-51,783.831,5670.0,0.881,381.0,15.0,13.562,13.197,1.15,130.4993,0.418,"KOI-620.02, 2MASS J19455514+4956156 d, K00620.02, KIC 11773022 d, KOI-620 d, WISE J194555.14+495615.6 d",02-05-2021,JWST-NIRSpec,2505.21358,"{Featureless spectra"":""Detection""}""",No,No,Strongly sloped planetary transmission spectrum from 0.6-5.3 um,[],
Kepler-51 d,Confirmed,0.024,0.865,Temperate Jupiter,130.194,0.509,Kepler-51,783.831,5670.0,0.881,381.0,15.0,13.562,13.197,1.15,130.4993,0.418,"KOI-620.02, 2MASS J19455514+4956156 d, K00620.02, KIC 11773022 d, KOI-620 d, WISE J194555.14+495615.6 d",02-05-2021,HST WFC3,1910.12988,"{Featureless spectra"":""Detection""}""",No,No,Featureless spectra from 1.15-1.63 um,[],
Kepler-6 b,Confirmed,0.668,1.304,Hot Jupiter,3.2346996,0.04852,Kepler-6,597.14,5647.0,1.39,1460.0,13.286,12.001,11.634,1.15,50.7432,32.9375,"2MASS J19472094+4814238 b, K00017.01, KIC 10874614 b, KOI-17 b, KOI-17.01, WISE J194720.94+481423.9 b",02-05-2021,Spitzer,2011ApJS..197...11D,[],0.11,No,Bond albedo < 0.17,[],
Kepler-62 e,Confirmed,0.113,0.144,Temperate,122.3874,0.427,Kepler-62,368.0,4925.0,0.64,270.0,14.0,12.256,11.659,1.26,0.3433,0.008,"2MASS J18525105+4520595 e, K00701.03, KIC 9002278 e, KOI-701 e, KOI-701.03, WISE J185251.03+452059.0 e",02-05-2021,G-B: Low resolution visible,2013ApJ...775L..47K,"{O3"":""Theoretical prediction"",""H2O"":""Theoretical prediction"",""O2"":""Theoretical prediction"",""CO2"":""Theoretical prediction""}""",No,No,,[],"O3, CO2, H2O, O2"
Kepler-68 b,Confirmed,0.02407,0.206,Hot,5.3988,0.0617,Kepler-68,144.166,5793.0,1.259,1280.0,10.077,8.975,8.588,1.26,26.1912,3.1319,"TOI-1290 b, KOI-246 b, KOI-246.01, K00246.01, KIC 11295426 b, TYC 3551-189-1 b, WISE J192407.75+490224.8 b, 2MASS J19240775+4902249 b",04-01-2025,G-B: High resolution IR,2307.00967,"{He"":""Upper limit""}""",No,No,Upper-limit with GIANO-B of 0.72%,[],"Upper, He"
